生成	generation	[ˌdʒenəˈreɪʃn]	n.	生成
底座	foundation	[faʊnˈdeɪʃn]	n.	底座
机遇	opportunity	[ˌɒpəˈtjuːnəti]	n.	机遇
新增	additional	[əˈdɪʃənl]	adj.	新增
合理	rational	[ˈræʃnəl]	adj.	合理
商业	commercial	[kəˈmɜːʃl]	adj.	商业
超越	surpass	səˈpɑːs	v.	超越
高频	highfrequency	[haɪˈfriːkwənsi]	adj.	高频
试点	pilot	[ˈpaɪlət]	n.	试点
激光	laser	[ˈleɪzə]	n.	激光
光学	optical	[ˈɒptɪkl]	adj.	光学
链路	link	[lɪŋk]	n.	链路
合并	merger	[ˈmɜːdʒə]	n.	合并
维护	maintenance	[ˈmeɪntənəns]	n.	维护
群体	swarm	[swɔːm]	n.	群体
改造	retrofit	[ˈretrəʊfɪt]	v.	改造
退役	retire	rɪˈtaɪə	v.	退役
服役	service	[ˈsɜːvɪs]	n.	服役
壁垒	barrier	[ˈbæriə]	n.	壁垒
领先	leadership	[ˈliːdəʃɪp]	n.	领先
可重复	reusable	[riːˈjuːzəbl]	adj.	可重复
潜力	potential	[pəˈtenʃl]	n.	潜力
周期	cycle	[ˈsaɪkl]	n.	周期
生态	ecosystem	[ˈiːkəʊsɪstəm]	n.	生态
差异化	differentiation	[ˌdɪfərenʃiˈeɪʃn]	n.	差异化
冲突	conflict	[ˈkɒnflɪkt]	n.	冲突
培育	cultivate	[ˈkʌltɪveɪt]	v.	培育
竞争	compete	[kəmˈpiːt]	v.	竞争
掌握	master	[ˈmɑːstə]	v.	掌握
标准化	standard	[ˈstændəd]	n.	标准
负载	load	ləʊd	n.	负载
舱体	module	[ˈmɒdjuːl]	n.	舱体
超大规模	hyperscale	[ˈhaɪpəskeɪl]	n.	超大规模
格局	landscape	[ˈlændskeɪp]	n.	格局
扩张	expansion	[ɪkˈspænʃn]	n.	扩张
接入	access	[ˈækses]	n.	接入
可行	feasible	[ˈfiːzəbl]	adj.	可行
巨头	giant	[ˈdʒaɪənt]	n.	巨头
演示	demo	[ˈdeməʊ]	n.	演示
保守	conservative	kənˈsɜːvətɪv	adj.	保守
成熟	mature	məˈtʃʊə	adj.	成熟
交付	delivery	[dɪˈlɪvəri]	n.	交付
提供商	provider	prəˈvaɪdə	n.	提供商
复刻	replicate	[ˈreplɪkeɪt]	v.	复刻
投资	investment	[ɪnˈvestmənt]	n.	投资
利润	profit	[ˈprɒfɪt]	n.	利润
节奏	rhythm	[ˈrɪðəm]	n.	节奏
边缘	edge	[edʒ]	n.	边缘
资源	resource	[rɪˈsɔːs]	n.	资源
短缺	shortage	[ˈʃɔːtɪdʒ]	n.	短缺
制定	formulate	[ˈfɔːmjuleɪt]	v.	制定
星座	constellation	[ˌkɒnstəˈleɪʃn]	n.	星座
报备	filing	[ˈfaɪlɪŋ]	n.	报备
遗留	legacy	[ˈleɡəsi]	n.	遗留
优先	priority	praɪˈɒrəti	n.	优先
保障	security	sɪˈkjʊərəti	n.	安全
攻击	attack	[əˈtæk]	n.	攻击
范本	template	[ˈtempleɪt]	n.	范本
摧毁	destroy	dɪˈstrɔɪ	v.	摧毁
观测	observation	[ˌɒbzəˈveɪʃn]	n.	观测
同步	synchronous	[ˈsɪŋkrənəs]	adj.	同步
科研	research	rɪˈsɜːtʃ	n.	科研
批评	criticism	[ˈkrɪtɪsɪzəm]	n.	批评
质疑	skepticism	[ˈskeptɪsɪzəm]	n.	质疑
抵消	offset	[ˈɒfset]	v.	抵消
理想	ideal	aɪˈdiːəl	adj.	理想
构成	composition	[ˌkɒmpəˈzɪʃn]	n.	构成
缓冲	buffer	[ˈbʌfə]	n.	缓冲
梯度	gradient	[ˈɡreɪdiənt]	n.	梯度
稳定	stability	stəˈbɪləti	n.	稳定
转换	conversion	kənˈvɜːʃn	n.	转换
差距	gap	[ɡæp]	n.	差距
综合	aggregate	[ˈæɡrɪɡət]	adj.	综合
电价	tariff	[ˈtærɪf]	n.	电价
商用	commercial	kəˈmɜːʃl	adj.	商用
场景	scenario	sɪˈnɑːriəʊ	n.	场景
收益	revenue	[ˈrevənjuː]	n.	收益
支撑	sustain	səˈsteɪn	v.	支撑
回传	backhaul	[ˈbækhɔːl]	n.	回传
采集	acquisition	[ˌækwɪˈzɪʃn]	n.	采集
丢弃	discard	dɪˈskɑːd	v.	丢弃
实时	realtime	[ˈriːəltaɪm]	adj.	实时
初期	initial	[ɪˈnɪʃl]	adj.	初期
悖论	paradox	[ˈpærədɒks]	n.	悖论
恒星	stellar	[ˈstelə]	adj.	恒星
宜居	habitable	[ˈhæbɪtəbl]	adj.	宜居
过滤器	filter	[ˈfɪltə]	n.	过滤器
超级	super	[ˈsuːpə]	adj.	超级
毁灭	destruction	dɪˈstrʌkʃn	n.	毁灭
信念	belief	bɪˈliːf	n.	信念
探测器	probe	prəʊb	n.	探测器
复制	replication	[ˌreplɪˈkeɪʃn]	n.	复制
星际	interstellar	[ˌɪntəˈstelə]	adj.	星际
物种	species	[ˈspiːʃiːz]	n.	物种
殖民	colonization	[ˌkɒlənaɪˈzeɪʃn]	n.	殖民
动力	motivation	[ˌməʊtɪˈveɪʃn]	n.	动力
挖矿	mining	[ˈmaɪnɪŋ]	n.	挖矿
旅游	tourism	[ˈtʊərɪzəm]	n.	旅游
制造	fabrication	[ˌfæbrɪˈkeɪʃn]	n.	制造
晶体	crystal	[ˈkrɪstl]	n.	晶体
提炼	refining	rɪˈfaɪnɪŋ	n.	提炼
宇宙	universe	[ˈjuːnɪvɜːs]	n.	宇宙
维度	dimension	daɪˈmenʃn	n.	维度
意识	consciousness	[ˈkɒnʃəsnəs]	n.	意识
本质	essence	[ˈesns]	n.	本质
回报	return	rɪˈtɜːn	n.	回报
工程师	engineer	[ˌendʒɪˈnɪə]	n.	工程师
极致	extreme	[ɪkˈstriːm]	adj.	极致
消耗	consumption	kənˈsʌmpʃn	n.	消耗
飙升	surge	sɜːdʒ	n.	飙升
憧憬	aspiration	[ˌæspəˈreɪʃn]	n.	憧憬
社群	community	kəˈmjuːnəti	n.	社群
编译	compile	kəmˈpaɪl	v.	编译
立场	stance	stæns	n.	立场
全球化	globalization	[ˌɡləʊbəlaɪˈzeɪʃn]	n.	全球化
优质	quality	[ˈkwɒləti]	n.	优质
算力	computing	[ˈkɒmpjuːtɪŋ]	n.	算力
成本	cost	[kɒst]	n.	成本
能源	energy	[ˈenədʒi]	n.	能源
项目	project	[ˈprɒdʒekt]	n.	项目
土地	land	[lænd]	n.	土地
电池	battery	[ˈbætri]	n.	电池
太阳能板	panel	[ˈpænl]	n.	板
政策	policy	[ˈpɒləsi]	n.	政策
土地	land	[lænd]	n.	土地
星舰	starship	[ˈstɑːʃɪp]	n.	星舰
工厂	factory	[ˈfæktəri]	n.	工厂
概念	concept	[ˈkɒnsept]	n.	概念
能量	energy	[ˈenədʒi]	n.	能量
问题	issue	[ˈɪʃuː]	n.	问题
思路	approach	[əˈprəʊtʃ]	n.	思路
创立	founded	[ˈfaʊndɪd]	v.	创立
听到	heard	[hɜːd]	v.	听到
必须	must	[mʌst]	modal.	必须
原因	reason	[ˈriːzn]	n.	原因
快速	rapid	[ˈræpɪd]	adj.	快速
面临	face	[feɪs]	v.	面临
民众	public	[ˈpʌblɪk]	n.	民众
砖墙	wall	[wɔːl]	n.	障碍
消除	eliminate	[ɪˈlɪmɪneɪt]	v.	消除
答案	answer	[ˈɑːnsə]	n.	答案
便宜	cheaper	[ˈtʃiːpə]	adj.	更便宜
方面	aspect	[ˈæspekt]	n.	方面
小时	hour	[aʊə]	n.	小时
面积	area	[ˈeəriə]	n.	面积
额外	additional	[əˈdɪʃənl]	adj.	额外
公斤	kilogram	[ˈkɪləɡræm]	n.	公斤
上涨	rise	[raɪz]	n.	上涨
技术	technology	[tekˈnɒlədʒi]	n.	技术
芯片	chip	[tʃɪp]	n.	芯片
时间	time	[taɪm]	n.	时间
测试	test	[test]	n.	测试
数据	data	[ˈdeɪtə]	n.	数据
软件	software	[ˈsɒftweə]	n.	软件
温度	temperature	[ˈtemprətʃə]	n.	温度
效率	efficiency	[ɪˈfɪʃnsi]	n.	效率
运行	operate	[ˈɒpəreɪt]	v.	运行
方案	solution	səˈluːʃn	n.	方案
功率	power	[ˈpaʊə]	n.	功率
设计	design	dɪˈzaɪn	n.	设计
体验	experience	[ɪkˈspɪəriəns]	n.	体验
客服	support	səˈpɔːt	n.	客服
视频	video	[ˈvɪdiəʊ]	n.	视频
搭建	build	bɪld	v.	搭建
判断	judgment	[ˈdʒʌdʒmənt]	n.	判断
全球	global	[ˈɡləʊbl]	adj.	全球
节点	milestone	[ˈmaɪlstəʊn]	n.	节点
试飞	flight	[flaɪt]	n.	试飞
后期	latter	[ˈlætə]	adj.	后期
网络	network	[ˈnetwɜːk]	n.	网络
行业	industry	[ˈɪndəstri]	n.	行业
训练	training	[ˈtreɪnɪŋ]	n.	训练
市场	market	[ˈmɑːkɪt]	n.	市场
建筑	structure	[ˈstrʌktʃə]	n.	建筑
改造	adapt	[əˈdæpt]	v.	改造
寿命	lifespan	[ˈlaɪfspæn]	n.	寿命
理论	theoretically	[ˌθɪəˈretɪkli]	adv.	理论上
流程	process	[ˈprəʊses]	n.	流程
团队	team	[tiːm]	n.	团队
成员	member	[ˈmembə]	n.	成员
背景	background	[ˈbækɡraʊnd]	n.	背景
整体	overall	[ˌəʊvərˈɔːl]	adj.	整体
技术	tech	[tek]	n.	技术
成本	costing	[ˈkɒstɪŋ]	n.	成本
重复	reuse	[riːˈjuːz]	v.	复用
企业	enterprise	[ˈentəpraɪz]	n.	企业
起源	origin	[ˈɒrɪdʒɪn]	n.	起源
招聘	hiring	[ˈhaɪərɪŋ]	n.	招聘
研发	development	dɪˈveləpmənt	n.	研发
追赶	catch	[kætʃ]	v.	追赶
定位	positioning	pəˈzɪʃnɪŋ	n.	定位
合作	cooperation	kəʊˌɒpəˈreɪʃn	n.	合作
计划	planning	[ˈplænɪŋ]	n.	计划
自建	selfbuild	selfˈbɪld	n.	自建
清晰	clarity	[ˈklærəti]	n.	清晰
服务	service	[ˈsɜːvɪs]	n.	服务
火箭	rocket	[ˈrɒkɪt]	n.	火箭
业务	business	[ˈbɪznɪs]	n.	业务
客户	customer	[ˈkʌstəmə]	n.	客户
模式	pattern	[ˈpætn]	n.	模式
低于	below	bɪˈləʊ	prep.	低于
格局	pattern	[ˈpætn]	n.	格局
猛然	suddenly	[ˈsʌdnli]	adv.	猛然
意识到	realize	[ˈrɪəlaɪz]	v.	意识到
选择	choice	[tʃɔɪs]	n.	选择
推进	pace	[peɪs]	n.	节奏
玩家	player	[ˈpleɪə]	n.	玩家
收购	acquisition	[ˌækwɪˈzɪʃn]	n.	收购
早期	early	[ˈɜːli]	adj.	早期
验证	validate	[ˈvælɪdeɪt]	v.	验证
轻易	readily	[ˈredɪli]	adv.	轻易
制造	manufacture	[ˌmænjʊˈfæktʃə]	v.	制造
能力	capability	[ˌkeɪpəˈbɪləti]	n.	能力
压力	pressure	[ˈpreʃə]	n.	压力
远期	longterm	[ˈlɒŋtɜːm]	adj.	长期
房地产	estate	[ɪˈsteɪt]	n.	地产
拥挤	congestion	kənˈdʒestʃn	n.	拥挤
规则	regulation	[ˌreɡjuˈleɪʃn]	n.	规则
遵循	follow	[ˈfɒləʊ]	v.	遵循
申请	file	faɪl	v.	申请
执行	enforcement	[ɪnˈfɔːsmənt]	n.	执行
价值	value	[ˈvæljuː]	n.	价值
保障	ensure	[ɪnˈʃʊə]	v.	保障
摧毁	destruction	dɪˈstrʌkʃn	n.	摧毁
高度	altitude	[ˈæltɪtjuːd]	n.	高度
阴影	shadow	[ˈʃædəʊ]	n.	阴影
遮挡	occlusion	[əˈkluːʒn]	n.	遮挡
黄昏	dusk	[dʌsk]	n.	黄昏
黎明	dawn	[dɔːn]	n.	黎明
批评	criticize	[ˈkrɪtɪsaɪz]	v.	批评
风险	risk	[rɪsk]	n.	风险
关键	critical	[ˈkrɪtɪkl]	adj.	关键
抵消	negate	nɪˈɡeɪt	v.	抵消
硬件	hardware	[ˈhɑːdweə]	n.	硬件
微型	micro	[ˈmaɪkrəʊ]	adj.	微型
反作用	reaction	[riˈækʃn]	n.	反作用
省去	eliminate	[ɪˈlɪmɪneɪt]	v.	省去
冷却塔	cooling	[ˈkuːlɪŋ]	n.	冷却
差距	gulf	[ɡʌlf]	n.	鸿沟
军方	military	[ˈmɪlətri]	n.	军方
政府	government	[ˈɡʌvənmənt]	n.	政府
带宽	bandwidth	[ˈbændwɪdθ]	n.	带宽
比特	bit	[bɪt]	n.	比特
识别	detect	dɪˈtekt	v.	识别
船只	vessel	[ˈvesl]	n.	船只
负载	load	ləʊd	n.	负载
话题	topic	[ˈtɒpɪk]	n.	话题
行星	planet	[ˈplænɪt]	n.	行星
概率	probability	[ˌprɒbəˈbɪləti]	n.	概率
智能	intelligence	[ɪnˈtelɪdʒəns]	n.	智能
自我	self	[self]	n.	自我
登陆	landing	[ˈlændɪŋ]	n.	登陆
城市	urban	[ˈɜːbən]	adj.	城市
月球	lunar	[ˈluːnə]	adj.	月球
最佳	optimal	[ˈɒptɪml]	adj.	最佳
医药	pharma	[ˈfɑːmə]	n.	医药
生长	growth	[ɡrəʊθ]	n.	生长
小行星	asteroid	[ˈæstərɔɪd]	n.	小行星
认知	cognition	[kɒɡˈnɪʃn]	n.	认知
解释	explain	[ɪkˈspleɪn]	v.	解释
机械	mechanical	mɪˈkænɪkl	adj.	机械
感知	perception	pəˈsepʃn	n.	感知
投入	commit	kəˈmɪt	v.	投入
实体	physical	[ˈfɪzɪkl]	adj.	实体
电力	power	[ˈpaʊə]	n.	电力
分享	share	[ʃeə]	v.	分享
未来	future	[ˈfjuːtʃə]	n.	未来
链接	link	lɪŋk	n.	链接
立场	stance	stæns	n.	立场
领域	domain	dəʊˈmeɪn	n.	领域
翻译	translation	trænzˈleɪʃn	n.	翻译
互动	interaction	[ˌɪntərˈækʃn]	n.	互动
成长	growth	[ɡrəʊθ]	n.	成长
来源	source	[sɔːs]	n.	来源
图片	image	[ˈɪmɪdʒ]	n.	图片
密度	density	[ˈdensəti]	n.	密度
四次方	power	[ˈpaʊə]	n.	幂次
成正比	proportional	prəˈpɔːʃənl	adj.	成正比
安全性	safety	[ˈseɪfti]	n.	安全
远高于	far	[fɑː]	adv.	远
活跃	active	[ˈæktɪv]	adj.	活跃
深耕	deep	[diːp]	adj.	深入
聚焦	focus	[ˈfəʊkəs]	v.	聚焦
扩建	expansion	[ɪkˈspænʃn]	n.	扩建
用完	exhaust	[ɪɡˈzɔːst]	v.	耗尽
单元	unit	[ˈjuːnɪt]	n.	单元
失去	lose	[luːz]	v.	失去
投入	invest	[ɪnˈvest]	v.	投入
荣幸	privilege	[ˈprɪvəlɪdʒ]	n.	荣幸
首颗	first	fɜːst	adj.	首
传回	transmit	trænzˈmɪt	v.	传回
蓝色	blue	[bluː]	adj.	蓝色
光点	dot	[dɒt]	n.	光点
回望	look	lʊk	v.	回望
节目	episode	[ˈepɪsəʊd]	n.	节目
介绍	introduce	[ˌɪntrəˈdjuːs]	v.	介绍
一生	lifetime	[ˈlaɪftaɪm]	n.	一生
各地	various	[ˈveəriəs]	adj.	各地
部门	department	dɪˈpɑːtmənt	n.	部门
过程	process	[ˈprəʊses]	n.	过程
注意到	notice	[ˈnəʊtɪs]	v.	注意
周末	weekend	[ˌwiːkˈend]	n.	周末
决定	decide	dɪˈsaɪd	v.	决定
目标	target	[ˈtɑːɡɪt]	n.	目标
能力	capability	[ˌkeɪpəˈbɪləti]	n.	能力
思考	think	[θɪŋk]	v.	思考
催生	enable	[ɪˈneɪbl]	v.	催生
全新	brand	[brænd]	adj.	全新
联合	united	[jʊˈnaɪtɪd]	adj.	联合
长大	grow	[ɡrəʊ]	v.	成长
研究	study	[ˈstʌdi]	v.	研究
巨大	huge	[hjuːdʒ]	adj.	巨大
部署	deploy	dɪˈplɔɪ	v.	部署
传回	transmit	trænzˈmɪt	v.	传输
绝大部分	vast	[vɑːst]	adj.	绝大部分
意识到	realize	[ˈrɪəlaɪz]	v.	意识到
流向	flow	fləʊ	v.	流向
避免	avoid	[əˈvɔɪd]	v.	避免
大量	massive	[ˈmæsɪv]	adj.	大量
损耗	waste	[weɪst]	n.	损耗
就近	proximate	[ˈprɒksɪmət]	adj.	就近
思路	idea	aɪˈdiːə	n.	思路
发布	publish	[ˈpʌblɪʃ]	v.	发布
创立	launch	lɔːntʃ	v.	创立
听明白	understand	[ˌʌndəˈstænd]	v.	理解
到底	ultimately	[ˈʌltɪmətli]	adv.	到底
很好	great	[ɡreɪt]	adj.	很好
支撑	support	səˈpɔːt	v.	支撑
运行	run	rʌn	v.	运行
举例	example	[ɪɡˈzɑːmpl]	n.	例子
流程	process	[ˈprəʊses]	n.	流程
民众	public	[ˈpʌblɪk]	n.	民众
强烈	strong	[strɒŋ]	adj.	强烈
撞上	hit	[hɪt]	v.	撞上
砖墙	barrier	[ˈbæriə]	n.	障碍
开发	developed	dɪˈveləpt	adj.	开发
极度	extremely	[ɪkˈstriːmli]	adv.	极度
抛开	ignore	[ɪɡˈnɔː]	v.	抛开
消除	remove	rɪˈmuːv	v.	消除
瓶颈	bottleneck	[ˈbɒtlnek]	n.	瓶颈
简单	simple	[ˈsɪmpl]	adj.	简单
低于	below	bɪˈləʊ	prep.	低于
便宜	cheap	tʃiːp	adj.	便宜
方面	side	saɪd	n.	方面
土地	land	[lænd]	n.	土地
电池	battery	[ˈbætri]	n.	电池
备用	spare	speə	adj.	备用
电池板	panel	[ˈpænl]	n.	板
审批	permit	[ˈpɜːmɪt]	n.	许可
不间断	continuous	kənˈtɪnjuəs	adj.	连续
面积	area	[ˈeəriə]	n.	面积
八倍	eightfold	[ˈeɪtfəʊld]	adj.	八倍
盈亏	balance	[ˈbæləns]	n.	盈亏
飞速	soaring	[ˈsɔːrɪŋ]	adj.	飞涨
承担	bear	beə	v.	承担
几百	hundred	[ˈhʌndrəd]	num.	百
挑战	challenge	[ˈtʃælɪndʒ]	n.	挑战
难题	problem	[ˈprɒbləm]	n.	难题
发现	discovery	dɪˈskʌvəri	n.	发现
相似	similar	[ˈsɪmɪlə]	adj.	相似
至少	least	[liːst]	adv.	至少
维护	maintenance	[ˈmeɪntənəns]	n.	维护
意味着	mean	miːn	v.	意味着
设计	design	dɪˈzaɪn	n.	设计
部件	component	kəmˈpəʊnənt	n.	部件
之一	among	[əˈmʌŋ]	prep.	之一
故障	fault	fɔːlt	n.	故障
高于	higher	[ˈhaɪə]	adj.	更高
至关重要	crucial	[ˈkruːʃl]	adj.	至关重要
工程	engineering	[ˌendʒɪˈnɪərɪŋ]	n.	工程
剩下	remain	rɪˈmeɪn	v.	剩余
提升	improve	[ɪmˈpruːv]	v.	提升
大量	extensive	[ɪkˈstensɪv]	adj.	大量
两轮	round	[raʊnd]	n.	轮
国家	national	[ˈnæʃnəl]	adj.	国家
实验室	laboratory	ləˈbɒrətri	n.	实验室
重离子	heavy	[ˈhevi]	adj.	重
模拟	simulate	[ˈsɪmjuleɪt]	v.	模拟
支撑	support	səˈpɔːt	v.	支撑
抗干扰	mitigation	[ˌmɪtɪˈɡeɪʃn]	n.	缓解
实际	actual	[ˈæktʃuəl]	adj.	实际
重启	reboot	[ˌriːˈbuːt]	n.	重启
供电	power	[ˈpaʊə]	n.	供电
优化	optimize	[ˈɒptɪmaɪz]	v.	优化
负载	workload	[ˈwɜːkləʊd]	n.	负载
天然	natural	[ˈnætʃrəl]	adj.	天然
容错	fault	fɔːlt	n.	容错
翻转	flip	[flɪp]	n.	翻转
质量	quality	[ˈkwɒləti]	n.	质量
预期	expectation	[ˌekspekˈteɪʃn]	n.	预期
大多数	most	məʊst	adj.	大多数
更容易	easier	[ˈiːziə]	adj.	更容易
事实	fact	[fækt]	n.	事实
讲讲	explain	[ɪkˈspleɪn]	v.	讲解
解决	solve	sɒlv	v.	解决
绝热	insulation	[ˌɪnsjuˈleɪʃn]	n.	绝热
散发	emit	[iˈmɪt]	v.	散发
强度	intensity	[ɪnˈtensəti]	n.	强度
温差	differential	[ˌdɪfəˈrenʃl]	n.	温差
微小	tiny	[ˈtaɪni]	adj.	微小
巨幅	massive	[ˈmæsɪv]	adj.	巨大
思路	strategy	[ˈstrætədʒi]	n.	策略
路径	path	[pɑːθ]	n.	路径
缩短	shorten	[ˈʃɔːtn]	v.	缩短
封装	encapsulate	[ɪnˈkæpsjuleɪt]	v.	封装
固态	solid	[ˈsɒlɪd]	adj.	固态
液态	liquid	[ˈlɪkwɪd]	n.	液态
连续	continuous	kənˈtɪnjuəs	adj.	连续
原理	principle	[ˈprɪnsəpl]	n.	原理
搭载	carry	[ˈkæri]	v.	搭载
定制	custom	[ˈkʌstəm]	adj.	定制
真空舱	chamber	[ˈtʃeɪmbə]	n.	舱
下半年	semester	sɪˈmestə	n.	半年期
规划	plan	plæn	n.	规划
运力	capacity	kəˈpæsəti	n.	运力
型号	model	[ˈmɒdl]	n.	型号
单次	single	[ˈsɪŋɡl]	adj.	单次
新增	add	new	adj.	新增
数百	hundreds	[ˈhʌndrədz]	n.	数百
敏感	sensitive	[ˈsensətɪv]	adj.	敏感
瓶颈	bottleneck	[ˈbɒtlnek]	n.	瓶颈
一致	consistent	kənˈsɪstənt	adj.	一致
区别	difference	[ˈdɪfrəns]	n.	区别
智能	intelligent	[ɪnˈtelɪdʒənt]	adj.	智能
客服	service	[ˈsɜːvɪs]	n.	客服
视频	video	[ˈvɪdiəʊ]	n.	视频
场景	scene	siːn	n.	场景
完美	perfect	[ˈpɜːfɪkt]	adj.	完美
万亿	trillion	[ˈtrɪljən]	num.	万亿
搭建	build	bɪld	v.	搭建
判断	predict	prɪˈdɪkt	v.	判断
一半	half	hɑːf	n.	一半
新增	additional	[əˈdɪʃənl]	adj.	新增
完全	completely	kəmˈpliːtli	adv.	完全
节点	timing	[ˈtaɪmɪŋ]	n.	时机
超越	surpass	səˈpɑːs	v.	超越
试飞	maiden	[ˈmeɪdn]	adj.	首次
试点	trial	[ˈtraɪəl]	n.	试验
优势	edge	edʒ	n.	优势
显现	emerge	[iˈmɜːdʒ]	v.	显现
